"Steps taken by first ant","Time","Steps taken bt present ant"
0,1.0,0
0,2.0,0
0,3.0,0
0,4.0,0
0,5.0,0
0,6.0,0
0,7.0,0
0,8.0,0
0,9.0,0
0,10.0,0
0,11.0,0
0,12.0,0
0,13.0,0
0,14.0,0
0,15.0,0
0,16.0,0
0,17.0,0
0,18.0,0
0,19.0,0
0,20.0,0
0,21.0,0
0,22.0,0
0,23.0,0
0,24.0,0
0,25.0,0
0,26.0,0
0,27.0,0
0,28.0,0
0,29.0,0
0,30.0,0
0,31.0,0
0,32.0,0
0,33.0,0
0,34.0,0
0,35.0,0
0,36.0,0
0,37.0,0
0,38.0,0
0,39.0,0
0,40.0,0
0,41.0,0
0,42.0,0
0,43.0,0
0,44.0,0
0,45.0,0
0,46.0,0
0,47.0,0
0,48.0,0
0,49.0,0
0,50.0,0
0,51.0,0
0,52.0,0
0,53.0,0
0,54.0,0
0,55.0,0
0,56.0,0
0,57.0,0
0,58.0,0
0,59.0,0
0,60.0,0
0,61.0,0
0,62.0,0
0,63.0,0
0,64.0,0
0,65.0,0
0,66.0,0
0,67.0,0
0,68.0,0
0,69.0,0
0,70.0,0
0,71.0,0
0,72.0,0
0,73.0,0
0,74.0,0
0,75.0,0
0,76.0,0
0,77.0,0
0,78.0,0
0,79.0,0
0,80.0,0
0,81.0,0
0,82.0,0
0,83.0,0
0,84.0,0
0,85.0,0
0,86.0,0
0,87.0,0
0,88.0,0
0,89.0,0
0,90.0,0
0,91.0,0
0,92.0,0
0,93.0,0
0,94.0,0
0,95.0,0
0,96.0,0
0,97.0,0
0,98.0,0
0,99.0,0
0,100.0,0
0,101.0,0
0,102.0,0
0,103.0,0
0,104.0,0
0,105.0,0
0,106.0,0
0,107.0,0
0,108.0,0
0,109.0,0
0,110.0,0
0,111.0,0
0,112.0,0
0,113.0,0
0,114.0,0
0,115.0,0
0,116.0,0
0,117.0,0
0,118.0,0
0,119.0,0
0,120.0,0
0,121.0,0
0,122.0,0
0,123.0,121
123,124.0,117
123,125.0,113
123,126.0,111
123,127.0,108
123,128.0,105
123,129.0,103
123,130.0,101
123,131.0,100
123,132.0,100
123,133.0,100
123,134.0,99
123,135.0,94
123,136.0,92
123,137.0,91
123,138.0,89
123,139.0,88
123,140.0,84
123,141.0,83
123,142.0,83
123,143.0,82
123,144.0,82
123,145.0,81
123,146.0,77
123,147.0,75
123,148.0,70
123,149.0,70
123,150.0,70
123,151.0,70
123,152.0,68
123,153.0,62
123,154.0,60
123,155.0,58
123,156.0,56
123,157.0,45
123,158.0,44
123,159.0,52
123,160.0,40
123,161.0,35
123,162.0,34
123,163.0,34
123,164.0,33
123,165.0,33
123,166.0,32
123,167.0,32
123,168.0,32
123,169.0,32
123,170.0,32
123,171.0,32
123,172.0,32
123,173.0,32
123,174.0,32
123,175.0,32
123,176.0,32
123,177.0,32
123,178.0,32
123,179.0,32
123,180.0,32
123,181.0,32
123,182.0,32
123,183.0,32
123,184.0,32
123,185.0,32
123,186.0,32
123,187.0,32
123,188.0,32
123,189.0,32
123,190.0,32
123,191.0,32
123,192.0,32
123,193.0,32
123,194.0,32
123,195.0,32
123,196.0,32
123,197.0,32
123,198.0,32
123,199.0,32
123,200.0,32
123,201.0,32
123,202.0,32
123,203.0,32
123,204.0,32
123,205.0,32
123,206.0,32
123,207.0,32
123,208.0,32
123,209.0,32
123,210.0,32
123,211.0,32
123,212.0,32
123,213.0,32
123,214.0,32
123,215.0,32
123,216.0,32
123,217.0,32
123,218.0,32
123,219.0,32
123,220.0,32
123,221.0,32
123,222.0,32
123,223.0,32
123,224.0,32
123,225.0,32
123,226.0,32
123,227.0,32
123,228.0,32
123,229.0,32
123,230.0,32
123,231.0,32
123,232.0,32
123,233.0,32
123,234.0,32
123,235.0,32
123,236.0,32
123,237.0,32
123,238.0,32
123,239.0,32
123,240.0,32
123,241.0,32
123,242.0,32
123,243.0,32
123,244.0,32
123,245.0,32
123,246.0,32
123,247.0,32
123,248.0,32
123,249.0,32
123,250.0,32
123,251.0,32
123,252.0,32
123,253.0,32
123,254.0,32
123,255.0,32
123,256.0,32
123,257.0,32
123,258.0,32
123,259.0,32
123,260.0,32
123,261.0,32
123,262.0,32
123,263.0,32
123,264.0,32
123,265.0,32
123,266.0,32
123,267.0,32
123,268.0,32
123,269.0,32
123,270.0,32
123,271.0,32
123,272.0,32
123,273.0,32
123,274.0,32
123,275.0,32
123,276.0,32
123,277.0,32
123,278.0,32
123,279.0,32
123,280.0,32
123,281.0,32
123,282.0,32
123,283.0,32
123,284.0,32
123,285.0,32
123,286.0,32
123,287.0,32
123,288.0,32
123,289.0,32
123,290.0,32
123,291.0,32
123,292.0,32
123,293.0,32
123,294.0,32
123,295.0,32
123,296.0,32
123,297.0,32
123,298.0,32
123,299.0,32
123,300.0,32
123,301.0,32
123,302.0,32
123,303.0,32
123,304.0,32
123,305.0,32
123,306.0,32
123,307.0,32
123,308.0,32
123,309.0,32
123,310.0,32
123,311.0,32
123,312.0,32
123,313.0,32
123,314.0,32
123,315.0,32
123,316.0,32
123,317.0,32
123,318.0,32
123,319.0,32
123,320.0,32
123,321.0,32
123,322.0,32
123,323.0,32
123,324.0,32
123,325.0,32
123,326.0,32
123,327.0,32
123,328.0,32
123,329.0,32
123,330.0,32
123,331.0,32
123,332.0,32
123,333.0,32
123,334.0,32
123,335.0,32
123,336.0,32
123,337.0,32
123,338.0,32
123,339.0,32
123,340.0,32
123,341.0,32
123,342.0,32
123,343.0,32
123,344.0,32
123,345.0,32
123,346.0,32
123,347.0,32
123,348.0,32
123,349.0,32
123,350.0,32
123,351.0,32
123,352.0,32
123,353.0,32
123,354.0,32
123,355.0,32
123,356.0,32
123,357.0,32
123,358.0,32
123,359.0,32
123,360.0,32
123,361.0,32
123,362.0,32
123,363.0,32
123,364.0,32
123,365.0,32
123,366.0,32
123,367.0,32
123,368.0,32
123,369.0,32
123,370.0,32
123,371.0,32
123,372.0,32
123,373.0,32
123,374.0,32
123,375.0,32
123,376.0,32
123,377.0,32
123,378.0,32
123,379.0,32
123,380.0,32
123,381.0,32
123,382.0,32
123,383.0,32
123,384.0,32
123,385.0,32
123,386.0,32
123,387.0,32
123,388.0,32
123,389.0,32
123,390.0,32
123,391.0,32
123,392.0,32
123,393.0,32
123,394.0,32
123,395.0,32
123,396.0,32
123,397.0,32
123,398.0,32
123,399.0,32
123,400.0,32
123,401.0,32
123,402.0,32
123,403.0,32
123,404.0,32
123,405.0,32
123,406.0,32
123,407.0,32
123,408.0,32
123,409.0,32
123,410.0,32
123,411.0,32
123,412.0,32
123,413.0,32
123,414.0,32
123,415.0,32
123,416.0,32
123,417.0,32
123,418.0,32
123,419.0,32
123,420.0,32
123,421.0,32
123,422.0,32
123,423.0,32
123,424.0,32
123,425.0,32
123,426.0,32
123,427.0,32
123,428.0,32
123,429.0,32
123,430.0,32
123,431.0,32
123,432.0,32
123,433.0,32
123,434.0,32
123,435.0,32
123,436.0,32
123,437.0,32
123,438.0,32
123,439.0,32
123,440.0,32
123,441.0,32
123,442.0,32
123,443.0,32
123,444.0,32
123,445.0,32
123,446.0,32
123,447.0,32
123,448.0,32
123,449.0,32
123,450.0,32
123,451.0,32
123,452.0,32
123,453.0,32
123,454.0,32
123,455.0,32
123,456.0,32
123,457.0,32
123,458.0,32
123,459.0,32
123,460.0,32
123,461.0,32
123,462.0,32
123,463.0,32
123,464.0,32
123,465.0,32
123,466.0,32
123,467.0,32
123,468.0,32
123,469.0,32
123,470.0,32
123,471.0,32
123,472.0,32
123,473.0,32
123,474.0,32
123,475.0,32
123,476.0,32
123,477.0,32
123,478.0,32
123,479.0,32
123,480.0,32
123,481.0,32
123,482.0,32
123,483.0,32
123,484.0,32
123,485.0,32
123,486.0,32
123,487.0,32
123,488.0,32
123,489.0,32
123,490.0,32
123,491.0,32
123,492.0,32
123,493.0,32
123,494.0,32
123,495.0,32
123,496.0,32
123,497.0,32
123,498.0,32
123,499.0,32
123,500.0,32
123,501.0,32
123,502.0,32
123,503.0,32
123,504.0,32
123,505.0,32
123,506.0,32
123,507.0,32
123,508.0,32
123,509.0,32
123,510.0,32
123,511.0,32
123,512.0,32
123,513.0,32
123,514.0,32
123,515.0,32
123,516.0,32
123,517.0,32
123,518.0,32
123,519.0,32
123,520.0,32
123,521.0,32
123,522.0,32
123,523.0,32
123,524.0,32
123,525.0,32
123,526.0,32
123,527.0,32
123,528.0,32
123,529.0,32
123,530.0,32
123,531.0,32
123,532.0,32
123,533.0,32
123,534.0,32
123,535.0,32
123,536.0,32
123,537.0,32
123,538.0,32
123,539.0,32
123,540.0,32
123,541.0,32
123,542.0,32
123,543.0,32
123,544.0,32
123,545.0,32
123,546.0,32
123,547.0,32
123,548.0,32
123,549.0,32
123,550.0,32
123,551.0,32
123,552.0,32
123,553.0,32
123,554.0,32
123,555.0,32
123,556.0,32
123,557.0,32
123,558.0,32
123,559.0,32
123,560.0,32
123,561.0,32
123,562.0,32
123,563.0,32
123,564.0,32
123,565.0,32
123,566.0,32
123,567.0,32
123,568.0,32
123,569.0,32
123,570.0,32
123,571.0,32
123,572.0,32
123,573.0,32
123,574.0,32
123,575.0,32
123,576.0,32
123,577.0,32
123,578.0,32
123,579.0,32
123,580.0,32
123,581.0,32
123,582.0,32
123,583.0,32
123,584.0,32
123,585.0,32
123,586.0,32
123,587.0,32
123,588.0,32
123,589.0,32
123,590.0,32
123,591.0,32
123,592.0,32
123,593.0,32
123,594.0,32
123,595.0,32
123,596.0,32
123,597.0,32
123,598.0,32
123,599.0,32
123,600.0,32
123,601.0,32
123,602.0,32
123,603.0,32
123,604.0,32
123,605.0,32
123,606.0,32
123,607.0,32
123,608.0,32
123,609.0,32
123,610.0,32
123,611.0,32
123,612.0,32
123,613.0,32
123,614.0,32
123,615.0,32
123,616.0,32
123,617.0,32
123,618.0,32
123,619.0,32
123,620.0,32
123,621.0,32
123,622.0,32
123,623.0,32
123,624.0,32
123,625.0,32
123,626.0,32
123,627.0,32
123,628.0,32
123,629.0,32
123,630.0,32
123,631.0,32
123,632.0,32
123,633.0,32
123,634.0,32
123,635.0,32
123,636.0,32
123,637.0,32
123,638.0,32
123,639.0,32
123,640.0,32
123,641.0,32
123,642.0,32
123,643.0,32
123,644.0,32
123,645.0,32
123,646.0,32
123,647.0,32
123,648.0,32
123,649.0,32
123,650.0,32
123,651.0,32
123,652.0,32
123,653.0,32
123,654.0,32
123,655.0,32
123,656.0,32
123,657.0,32
123,658.0,32
123,659.0,32
123,660.0,32
123,661.0,32
123,662.0,32
