"Steps taken by first ant","Time","Steps taken bt present ant"
0,1.0,0
0,2.0,0
0,3.0,0
0,4.0,0
0,5.0,0
0,6.0,0
0,7.0,0
0,8.0,0
0,9.0,0
0,10.0,0
0,11.0,0
0,12.0,0
0,13.0,0
0,14.0,0
0,15.0,0
0,16.0,0
0,17.0,0
0,18.0,0
0,19.0,0
0,20.0,0
0,21.0,0
0,22.0,0
0,23.0,0
0,24.0,0
0,25.0,0
0,26.0,0
0,27.0,0
0,28.0,0
0,29.0,0
0,30.0,0
0,31.0,0
0,32.0,0
0,33.0,0
0,34.0,0
0,35.0,0
0,36.0,0
0,37.0,0
0,38.0,0
0,39.0,0
0,40.0,0
0,41.0,0
0,42.0,0
0,43.0,0
0,44.0,0
0,45.0,0
0,46.0,0
0,47.0,0
0,48.0,0
0,49.0,0
0,50.0,0
0,51.0,0
0,52.0,0
0,53.0,0
0,54.0,0
0,55.0,0
0,56.0,0
0,57.0,0
0,58.0,0
0,59.0,0
0,60.0,0
0,61.0,0
0,62.0,0
0,63.0,0
0,64.0,0
0,65.0,0
0,66.0,0
0,67.0,0
0,68.0,0
0,69.0,0
0,70.0,0
0,71.0,0
0,72.0,0
0,73.0,0
0,74.0,0
0,75.0,0
0,76.0,0
0,77.0,0
0,78.0,0
0,79.0,0
0,80.0,0
0,81.0,0
0,82.0,0
0,83.0,0
0,84.0,0
0,85.0,0
0,86.0,0
0,87.0,0
0,88.0,0
0,89.0,0
0,90.0,0
0,91.0,0
0,92.0,0
0,93.0,0
0,94.0,0
0,95.0,0
0,96.0,0
0,97.0,0
0,98.0,0
0,99.0,0
0,100.0,0
0,101.0,0
0,102.0,0
0,103.0,0
0,104.0,0
0,105.0,0
0,106.0,0
0,107.0,0
0,108.0,0
0,109.0,0
0,110.0,0
0,111.0,0
0,112.0,112
112,113.0,111
112,114.0,107
112,115.0,106
112,116.0,106
112,117.0,103
112,118.0,99
112,119.0,98
112,120.0,97
112,121.0,96
112,122.0,95
112,123.0,95
112,124.0,95
112,125.0,87
112,126.0,81
112,127.0,81
112,128.0,86
112,129.0,73
112,130.0,72
112,131.0,72
112,132.0,72
112,133.0,63
112,134.0,63
112,135.0,62
112,136.0,62
112,137.0,62
112,138.0,54
112,139.0,54
112,140.0,54
112,141.0,75
112,142.0,75
112,143.0,42
112,144.0,40
112,145.0,40
112,146.0,40
112,147.0,38
112,148.0,36
112,149.0,35
112,150.0,34
112,151.0,32
112,152.0,32
112,153.0,32
112,154.0,32
112,155.0,32
112,156.0,32
112,157.0,32
112,158.0,32
112,159.0,32
112,160.0,32
112,161.0,82
112,162.0,82
112,163.0,82
112,164.0,32
112,165.0,32
112,166.0,32
112,167.0,32
112,168.0,32
112,169.0,32
112,170.0,32
112,171.0,32
112,172.0,32
112,173.0,32
112,174.0,32
112,175.0,32
112,176.0,32
112,177.0,32
112,178.0,32
112,179.0,32
112,180.0,32
112,181.0,32
112,182.0,32
112,183.0,32
112,184.0,32
112,185.0,32
112,186.0,32
112,187.0,32
112,188.0,32
112,189.0,32
112,190.0,32
112,191.0,32
112,192.0,32
112,193.0,32
112,194.0,32
112,195.0,32
112,196.0,32
112,197.0,32
112,198.0,32
112,199.0,32
112,200.0,32
112,201.0,32
112,202.0,32
112,203.0,32
112,204.0,32
112,205.0,32
112,206.0,32
112,207.0,32
112,208.0,32
112,209.0,32
112,210.0,32
112,211.0,32
112,212.0,32
112,213.0,32
112,214.0,32
112,215.0,32
112,216.0,32
112,217.0,32
112,218.0,32
112,219.0,32
112,220.0,32
112,221.0,32
112,222.0,32
112,223.0,32
112,224.0,32
112,225.0,32
112,226.0,32
112,227.0,32
112,228.0,32
112,229.0,32
112,230.0,32
112,231.0,32
112,232.0,32
112,233.0,32
112,234.0,32
112,235.0,32
112,236.0,32
112,237.0,32
112,238.0,32
112,239.0,32
112,240.0,32
112,241.0,32
112,242.0,32
112,243.0,32
112,244.0,32
112,245.0,32
112,246.0,32
112,247.0,32
112,248.0,32
112,249.0,32
112,250.0,32
112,251.0,32
112,252.0,32
112,253.0,32
112,254.0,32
112,255.0,32
112,256.0,32
112,257.0,32
112,258.0,32
112,259.0,32
112,260.0,32
112,261.0,32
112,262.0,32
112,263.0,32
112,264.0,32
112,265.0,32
112,266.0,32
112,267.0,32
112,268.0,32
112,269.0,32
112,270.0,32
112,271.0,32
112,272.0,32
112,273.0,32
112,274.0,32
112,275.0,32
112,276.0,32
112,277.0,32
112,278.0,32
112,279.0,32
112,280.0,32
112,281.0,32
112,282.0,32
112,283.0,32
112,284.0,32
112,285.0,32
112,286.0,32
112,287.0,32
112,288.0,32
112,289.0,32
112,290.0,32
112,291.0,32
112,292.0,32
112,293.0,32
112,294.0,32
112,295.0,32
112,296.0,32
112,297.0,32
112,298.0,32
112,299.0,32
112,300.0,32
112,301.0,32
112,302.0,32
112,303.0,32
112,304.0,32
112,305.0,32
112,306.0,32
112,307.0,32
112,308.0,32
112,309.0,32
112,310.0,32
112,311.0,32
112,312.0,32
112,313.0,32
112,314.0,32
112,315.0,32
112,316.0,32
112,317.0,32
112,318.0,32
112,319.0,32
112,320.0,32
112,321.0,32
112,322.0,32
112,323.0,32
112,324.0,32
112,325.0,32
112,326.0,32
112,327.0,32
112,328.0,32
112,329.0,32
112,330.0,32
112,331.0,32
112,332.0,32
112,333.0,32
112,334.0,32
112,335.0,32
112,336.0,32
112,337.0,32
112,338.0,32
112,339.0,32
112,340.0,32
112,341.0,32
112,342.0,32
112,343.0,32
112,344.0,32
112,345.0,32
112,346.0,32
112,347.0,32
112,348.0,32
112,349.0,32
112,350.0,32
