"Steps taken by first ant","Time","Steps taken bt present ant"
0,1.0,0
0,2.0,0
0,3.0,0
0,4.0,0
0,5.0,0
0,6.0,0
0,7.0,0
0,8.0,0
0,9.0,0
0,10.0,0
0,11.0,0
0,12.0,0
0,13.0,0
0,14.0,0
0,15.0,0
0,16.0,0
0,17.0,0
0,18.0,0
0,19.0,0
0,20.0,0
0,21.0,0
0,22.0,0
0,23.0,0
0,24.0,0
0,25.0,0
0,26.0,0
0,27.0,0
0,28.0,0
0,29.0,0
0,30.0,0
0,31.0,0
0,32.0,0
0,33.0,0
0,34.0,0
0,35.0,0
0,36.0,0
0,37.0,0
0,38.0,0
0,39.0,0
0,40.0,0
0,41.0,0
0,42.0,0
0,43.0,0
0,44.0,0
0,45.0,0
0,46.0,0
0,47.0,0
0,48.0,0
0,49.0,0
0,50.0,0
0,51.0,0
0,52.0,0
0,53.0,0
0,54.0,0
0,55.0,0
0,56.0,0
0,57.0,0
0,58.0,0
0,59.0,0
0,60.0,0
0,61.0,0
0,62.0,0
0,63.0,0
0,64.0,0
0,65.0,0
0,66.0,0
0,67.0,0
0,68.0,0
0,69.0,0
0,70.0,0
0,71.0,0
0,72.0,0
0,73.0,0
0,74.0,0
0,75.0,0
0,76.0,0
0,77.0,0
0,78.0,0
0,79.0,0
0,80.0,0
0,81.0,0
0,82.0,0
0,83.0,0
0,84.0,0
0,85.0,0
0,86.0,0
0,87.0,0
0,88.0,0
0,89.0,0
0,90.0,0
0,91.0,0
0,92.0,0
0,93.0,0
0,94.0,0
0,95.0,0
0,96.0,0
0,97.0,0
0,98.0,0
0,99.0,0
0,100.0,100
100,101.0,100
100,102.0,92
100,103.0,89
100,104.0,87
100,105.0,85
100,106.0,85
100,107.0,84
100,108.0,78
100,109.0,82
100,110.0,72
100,111.0,71
100,112.0,70
100,113.0,69
100,114.0,67
100,115.0,66
100,116.0,65
100,117.0,65
100,118.0,65
100,119.0,60
100,120.0,60
100,121.0,58
100,122.0,56
100,123.0,56
100,124.0,56
100,125.0,53
100,126.0,51
100,127.0,49
100,128.0,48
100,129.0,48
100,130.0,47
100,131.0,43
100,132.0,41
100,133.0,41
100,134.0,40
100,135.0,39
100,136.0,39
100,137.0,39
100,138.0,39
100,139.0,39
100,140.0,39
100,141.0,39
100,142.0,39
100,143.0,39
100,144.0,38
100,145.0,38
100,146.0,38
100,147.0,38
100,148.0,38
100,149.0,38
100,150.0,37
100,151.0,37
100,152.0,37
100,153.0,37
100,154.0,37
100,155.0,37
100,156.0,37
100,157.0,37
100,158.0,37
100,159.0,36
100,160.0,36
100,161.0,36
100,162.0,36
100,163.0,36
100,164.0,36
100,165.0,36
100,166.0,36
100,167.0,36
100,168.0,36
100,169.0,36
100,170.0,36
100,171.0,36
100,172.0,36
100,173.0,35
100,174.0,35
100,175.0,35
100,176.0,35
100,177.0,35
100,178.0,35
100,179.0,35
100,180.0,35
100,181.0,35
100,182.0,35
100,183.0,35
100,184.0,35
100,185.0,34
100,186.0,34
100,187.0,34
100,188.0,34
100,189.0,34
100,190.0,34
100,191.0,34
100,192.0,34
100,193.0,34
100,194.0,34
100,195.0,34
100,196.0,34
100,197.0,34
100,198.0,34
100,199.0,34
100,200.0,34
100,201.0,34
100,202.0,34
100,203.0,34
100,204.0,34
100,205.0,33
100,206.0,33
100,207.0,33
100,208.0,33
100,209.0,33
100,210.0,33
100,211.0,33
100,212.0,33
100,213.0,33
100,214.0,33
100,215.0,33
100,216.0,33
100,217.0,33
100,218.0,33
100,219.0,33
100,220.0,33
100,221.0,33
100,222.0,33
100,223.0,33
100,224.0,33
100,225.0,33
100,226.0,33
100,227.0,33
100,228.0,33
100,229.0,33
100,230.0,33
100,231.0,33
100,232.0,33
100,233.0,33
100,234.0,33
100,235.0,33
100,236.0,33
100,237.0,32
100,238.0,32
100,239.0,32
100,240.0,32
100,241.0,32
100,242.0,32
100,243.0,32
100,244.0,32
100,245.0,32
100,246.0,32
100,247.0,32
100,248.0,32
100,249.0,32
100,250.0,32
100,251.0,32
100,252.0,32
100,253.0,32
100,254.0,32
100,255.0,32
100,256.0,32
100,257.0,32
100,258.0,32
100,259.0,32
100,260.0,32
100,261.0,32
100,262.0,32
100,263.0,32
100,264.0,32
100,265.0,32
100,266.0,32
100,267.0,32
100,268.0,32
100,269.0,32
100,270.0,32
100,271.0,32
100,272.0,32
100,273.0,32
100,274.0,32
100,275.0,32
100,276.0,32
100,277.0,32
100,278.0,32
100,279.0,32
100,280.0,32
100,281.0,32
100,282.0,32
100,283.0,32
100,284.0,32
100,285.0,32
100,286.0,32
100,287.0,32
100,288.0,32
100,289.0,32
100,290.0,32
100,291.0,32
100,292.0,32
100,293.0,32
100,294.0,32
100,295.0,32
100,296.0,32
100,297.0,32
100,298.0,32
100,299.0,32
100,300.0,32
100,301.0,32
100,302.0,32
100,303.0,32
100,304.0,32
100,305.0,32
100,306.0,32
100,307.0,32
100,308.0,32
100,309.0,32
100,310.0,32
100,311.0,32
100,312.0,32
100,313.0,32
100,314.0,32
100,315.0,32
100,316.0,32
100,317.0,32
100,318.0,32
100,319.0,32
100,320.0,32
100,321.0,32
100,322.0,32
100,323.0,32
100,324.0,32
100,325.0,32
100,326.0,32
100,327.0,32
100,328.0,32
100,329.0,32
100,330.0,32
100,331.0,32
100,332.0,32
100,333.0,32
100,334.0,32
100,335.0,32
100,336.0,32
100,337.0,32
100,338.0,32
100,339.0,32
100,340.0,32
100,341.0,32
100,342.0,32
100,343.0,32
100,344.0,32
100,345.0,32
100,346.0,32
100,347.0,32
100,348.0,32
100,349.0,32
100,350.0,32
100,351.0,32
100,352.0,32
100,353.0,32
100,354.0,32
100,355.0,32
100,356.0,32
100,357.0,32
100,358.0,32
100,359.0,32
100,360.0,32
100,361.0,32
100,362.0,32
100,363.0,32
100,364.0,32
100,365.0,32
100,366.0,32
100,367.0,32
100,368.0,32
100,369.0,32
100,370.0,32
100,371.0,32
100,372.0,32
100,373.0,32
100,374.0,32
100,375.0,32
100,376.0,32
100,377.0,32
100,378.0,32
100,379.0,32
100,380.0,32
100,381.0,32
100,382.0,32
100,383.0,32
100,384.0,32
100,385.0,32
100,386.0,32
100,387.0,32
100,388.0,32
100,389.0,32
100,390.0,32
100,391.0,32
100,392.0,32
100,393.0,32
100,394.0,32
100,395.0,32
100,396.0,32
100,397.0,32
100,398.0,32
100,399.0,32
100,400.0,32
100,401.0,32
100,402.0,32
100,403.0,32
100,404.0,32
100,405.0,32
100,406.0,32
100,407.0,32
100,408.0,32
100,409.0,32
100,410.0,32
100,411.0,32
100,412.0,32
100,413.0,32
100,414.0,32
100,415.0,32
100,416.0,32
100,417.0,32
100,418.0,32
100,419.0,32
100,420.0,32
100,421.0,32
100,422.0,32
100,423.0,32
100,424.0,32
100,425.0,32
100,426.0,32
100,427.0,32
100,428.0,32
100,429.0,32
100,430.0,32
100,431.0,32
100,432.0,32
100,433.0,32
100,434.0,32
100,435.0,32
100,436.0,32
100,437.0,32
100,438.0,32
100,439.0,32
100,440.0,32
100,441.0,32
100,442.0,32
100,443.0,32
100,444.0,32
100,445.0,32
100,446.0,32
100,447.0,32
100,448.0,32
100,449.0,32
100,450.0,32
100,451.0,32
100,452.0,32
100,453.0,32
100,454.0,32
100,455.0,32
100,456.0,32
100,457.0,32
100,458.0,32
100,459.0,32
100,460.0,32
100,461.0,32
100,462.0,32
100,463.0,32
100,464.0,32
100,465.0,32
100,466.0,32
100,467.0,32
100,468.0,32
100,469.0,32
100,470.0,32
100,471.0,32
100,472.0,32
100,473.0,32
100,474.0,32
100,475.0,32
100,476.0,32
100,477.0,32
100,478.0,32
100,479.0,32
100,480.0,32
100,481.0,32
100,482.0,32
100,483.0,32
100,484.0,32
100,485.0,32
100,486.0,32
100,487.0,32
100,488.0,32
100,489.0,32
100,490.0,32
100,491.0,32
100,492.0,32
100,493.0,32
100,494.0,32
100,495.0,32
100,496.0,32
100,497.0,32
100,498.0,32
100,499.0,32
100,500.0,32
100,501.0,32
100,502.0,32
100,503.0,32
100,504.0,32
100,505.0,32
100,506.0,32
100,507.0,32
100,508.0,32
100,509.0,32
100,510.0,32
100,511.0,32
100,512.0,32
100,513.0,32
100,514.0,32
100,515.0,32
100,516.0,32
100,517.0,32
100,518.0,32
100,519.0,32
100,520.0,32
100,521.0,32
100,522.0,32
100,523.0,32
100,524.0,32
100,525.0,32
100,526.0,32
100,527.0,32
100,528.0,32
100,529.0,32
100,530.0,32
100,531.0,32
100,532.0,32
100,533.0,32
100,534.0,32
100,535.0,32
100,536.0,32
100,537.0,32
100,538.0,32
100,539.0,32
100,540.0,32
100,541.0,32
100,542.0,32
100,543.0,32
100,544.0,32
100,545.0,32
100,546.0,32
100,547.0,32
100,548.0,32
100,549.0,32
100,550.0,32
100,551.0,32
100,552.0,32
100,553.0,32
100,554.0,32
100,555.0,32
100,556.0,32
100,557.0,32
100,558.0,32
100,559.0,32
100,560.0,32
100,561.0,32
100,562.0,32
100,563.0,32
100,564.0,32
100,565.0,32
100,566.0,32
100,567.0,32
100,568.0,32
100,569.0,32
100,570.0,32
100,571.0,32
100,572.0,32
100,573.0,32
100,574.0,32
100,575.0,32
100,576.0,32
100,577.0,32
100,578.0,32
100,579.0,32
100,580.0,32
100,581.0,32
100,582.0,32
100,583.0,32
100,584.0,32
100,585.0,32
100,586.0,32
100,587.0,32
100,588.0,32
100,589.0,32
100,590.0,32
100,591.0,32
100,592.0,32
100,593.0,32
100,594.0,32
100,595.0,32
100,596.0,32
100,597.0,32
100,598.0,32
100,599.0,32
100,600.0,32
100,601.0,32
100,602.0,32
100,603.0,32
100,604.0,32
100,605.0,32
100,606.0,32
100,607.0,32
100,608.0,32
100,609.0,32
100,610.0,32
100,611.0,32
100,612.0,32
100,613.0,32
100,614.0,32
100,615.0,32
100,616.0,32
100,617.0,32
100,618.0,32
100,619.0,32
100,620.0,32
100,621.0,32
100,622.0,32
100,623.0,32
100,624.0,32
100,625.0,32
100,626.0,32
100,627.0,32
100,628.0,32
100,629.0,32
100,630.0,32
100,631.0,32
100,632.0,32
100,633.0,32
100,634.0,32
100,635.0,32
100,636.0,32
100,637.0,32
100,638.0,32
100,639.0,32
100,640.0,32
100,641.0,32
100,642.0,32
100,643.0,32
100,644.0,32
100,645.0,32
100,646.0,32
100,647.0,32
100,648.0,32
100,649.0,32
100,650.0,32
100,651.0,32
100,652.0,32
100,653.0,32
100,654.0,32
100,655.0,32
100,656.0,32
100,657.0,32
100,658.0,32
100,659.0,32
100,660.0,32
100,661.0,32
100,662.0,32
