"Steps taken by first ant","Time","Steps taken bt present ant"
0,1.0,0
0,2.0,0
0,3.0,0
0,4.0,0
0,5.0,0
0,6.0,0
0,7.0,0
0,8.0,0
0,9.0,0
0,10.0,0
0,11.0,0
0,12.0,0
0,13.0,0
0,14.0,0
0,15.0,0
0,16.0,0
0,17.0,0
0,18.0,0
0,19.0,0
0,20.0,0
0,21.0,0
0,22.0,0
0,23.0,0
0,24.0,0
0,25.0,0
0,26.0,0
0,27.0,0
0,28.0,0
0,29.0,0
0,30.0,0
0,31.0,0
0,32.0,0
0,33.0,0
0,34.0,0
0,35.0,0
0,36.0,0
0,37.0,0
0,38.0,0
0,39.0,0
0,40.0,0
0,41.0,0
0,42.0,0
0,43.0,0
0,44.0,0
0,45.0,0
0,46.0,0
0,47.0,0
0,48.0,0
0,49.0,0
0,50.0,0
0,51.0,0
0,52.0,0
0,53.0,0
0,54.0,0
0,55.0,0
0,56.0,0
0,57.0,0
0,58.0,0
0,59.0,0
0,60.0,0
0,61.0,0
0,62.0,0
0,63.0,0
0,64.0,0
0,65.0,0
0,66.0,0
0,67.0,0
0,68.0,0
0,69.0,0
0,70.0,0
0,71.0,0
0,72.0,0
0,73.0,0
0,74.0,0
0,75.0,0
0,76.0,0
0,77.0,0
0,78.0,0
0,79.0,0
0,80.0,0
0,81.0,0
0,82.0,0
0,83.0,0
0,84.0,0
0,85.0,0
0,86.0,0
0,87.0,0
0,88.0,0
0,89.0,0
0,90.0,0
0,91.0,0
0,92.0,0
0,93.0,0
0,94.0,0
0,95.0,0
0,96.0,0
0,97.0,0
0,98.0,0
0,99.0,0
0,100.0,0
0,101.0,0
0,102.0,0
0,103.0,0
0,104.0,0
0,105.0,0
0,106.0,0
0,107.0,0
0,108.0,0
0,109.0,0
0,110.0,0
0,111.0,0
0,112.0,0
0,113.0,0
0,114.0,0
0,115.0,0
0,116.0,0
0,117.0,0
0,118.0,0
0,119.0,0
0,120.0,0
0,121.0,0
0,122.0,0
0,123.0,0
0,124.0,0
0,125.0,0
0,126.0,0
0,127.0,0
0,128.0,0
0,129.0,0
0,130.0,0
0,131.0,0
0,132.0,0
0,133.0,0
0,134.0,0
0,135.0,0
0,136.0,0
0,137.0,0
0,138.0,0
0,139.0,0
0,140.0,0
0,141.0,0
0,142.0,0
0,143.0,0
0,144.0,0
0,145.0,0
0,146.0,0
0,147.0,0
0,148.0,0
0,149.0,0
0,150.0,0
0,151.0,0
0,152.0,0
0,153.0,0
0,154.0,0
0,155.0,0
0,156.0,0
0,157.0,0
0,158.0,0
0,159.0,0
0,160.0,160
160,161.0,159
160,162.0,156
160,163.0,154
160,164.0,152
160,165.0,152
160,166.0,152
160,167.0,147
160,168.0,143
160,169.0,139
160,170.0,137
160,171.0,133
160,172.0,128
160,173.0,126
160,174.0,126
160,175.0,125
160,176.0,123
160,177.0,120
160,178.0,119
160,179.0,118
160,180.0,114
160,181.0,114
160,182.0,110
160,183.0,109
160,184.0,109
160,185.0,109
160,186.0,107
160,187.0,107
160,188.0,101
160,189.0,99
160,190.0,96
160,191.0,95
160,192.0,92
160,193.0,90
160,194.0,89
160,195.0,89
160,196.0,88
160,197.0,86
160,198.0,85
160,199.0,80
160,200.0,79
160,201.0,77
160,202.0,70
160,203.0,68
160,204.0,65
160,205.0,64
160,206.0,63
160,207.0,62
160,208.0,60
160,209.0,55
160,210.0,55
160,211.0,54
160,212.0,45
160,213.0,45
160,214.0,42
160,215.0,40
160,216.0,39
160,217.0,37
160,218.0,37
160,219.0,37
160,220.0,37
160,221.0,37
160,222.0,36
160,223.0,36
160,224.0,36
160,225.0,36
160,226.0,36
160,227.0,36
160,228.0,36
160,229.0,36
160,230.0,36
160,231.0,36
160,232.0,36
160,233.0,36
160,234.0,35
160,235.0,35
160,236.0,35
160,237.0,35
160,238.0,35
160,239.0,35
160,240.0,35
160,241.0,35
160,242.0,35
160,243.0,35
160,244.0,35
160,245.0,35
160,246.0,35
160,247.0,35
160,248.0,35
160,249.0,35
160,250.0,35
160,251.0,35
160,252.0,34
160,253.0,34
160,254.0,34
160,255.0,34
160,256.0,34
160,257.0,34
160,258.0,34
160,259.0,34
160,260.0,34
160,261.0,34
160,262.0,34
160,263.0,34
160,264.0,34
160,265.0,34
160,266.0,34
160,267.0,34
160,268.0,34
160,269.0,34
160,270.0,34
160,271.0,34
160,272.0,34
160,273.0,34
160,274.0,34
160,275.0,34
160,276.0,34
160,277.0,34
160,278.0,34
160,279.0,34
160,280.0,34
160,281.0,34
160,282.0,34
160,283.0,34
160,284.0,34
160,285.0,34
160,286.0,34
160,287.0,34
160,288.0,34
160,289.0,34
160,290.0,34
160,291.0,34
160,292.0,34
160,293.0,34
160,294.0,34
160,295.0,34
160,296.0,34
160,297.0,34
160,298.0,34
160,299.0,34
160,300.0,34
160,301.0,34
160,302.0,34
160,303.0,34
160,304.0,34
160,305.0,34
160,306.0,34
160,307.0,34
160,308.0,34
160,309.0,34
160,310.0,34
160,311.0,34
160,312.0,34
160,313.0,34
160,314.0,34
160,315.0,34
160,316.0,34
160,317.0,34
160,318.0,34
160,319.0,34
160,320.0,34
160,321.0,34
160,322.0,34
160,323.0,34
160,324.0,34
160,325.0,34
160,326.0,34
160,327.0,34
160,328.0,34
160,329.0,34
160,330.0,34
160,331.0,34
160,332.0,34
160,333.0,34
160,334.0,34
160,335.0,34
160,336.0,34
160,337.0,34
160,338.0,34
160,339.0,34
160,340.0,34
160,341.0,34
160,342.0,34
160,343.0,34
160,344.0,34
160,345.0,34
160,346.0,34
160,347.0,34
160,348.0,34
160,349.0,34
160,350.0,34
160,351.0,34
160,352.0,34
160,353.0,34
160,354.0,34
160,355.0,34
160,356.0,34
160,357.0,34
160,358.0,34
160,359.0,34
160,360.0,34
160,361.0,34
160,362.0,34
160,363.0,34
160,364.0,34
160,365.0,34
160,366.0,34
160,367.0,34
160,368.0,34
160,369.0,34
160,370.0,34
160,371.0,34
160,372.0,34
160,373.0,34
160,374.0,34
160,375.0,34
160,376.0,34
160,377.0,34
160,378.0,34
160,379.0,34
160,380.0,34
160,381.0,34
160,382.0,34
160,383.0,34
160,384.0,34
160,385.0,34
160,386.0,34
160,387.0,34
160,388.0,34
160,389.0,34
160,390.0,34
160,391.0,34
160,392.0,34
160,393.0,34
160,394.0,34
160,395.0,34
160,396.0,34
160,397.0,34
160,398.0,34
160,399.0,34
160,400.0,34
160,401.0,34
160,402.0,34
160,403.0,34
160,404.0,34
160,405.0,34
160,406.0,34
160,407.0,34
160,408.0,34
160,409.0,34
160,410.0,34
160,411.0,34
160,412.0,34
160,413.0,34
160,414.0,34
160,415.0,34
160,416.0,34
160,417.0,34
160,418.0,34
160,419.0,34
160,420.0,34
160,421.0,34
160,422.0,34
160,423.0,34
160,424.0,34
160,425.0,34
160,426.0,34
160,427.0,34
160,428.0,34
160,429.0,34
160,430.0,34
160,431.0,34
160,432.0,34
160,433.0,34
160,434.0,34
160,435.0,34
160,436.0,34
160,437.0,34
160,438.0,34
160,439.0,34
160,440.0,34
160,441.0,34
160,442.0,34
160,443.0,34
160,444.0,34
160,445.0,34
160,446.0,34
160,447.0,34
160,448.0,34
160,449.0,34
160,450.0,34
160,451.0,34
160,452.0,34
160,453.0,34
160,454.0,34
160,455.0,34
160,456.0,34
160,457.0,34
160,458.0,34
160,459.0,34
160,460.0,34
160,461.0,34
160,462.0,34
160,463.0,34
160,464.0,34
160,465.0,34
160,466.0,34
160,467.0,34
160,468.0,34
160,469.0,34
160,470.0,34
160,471.0,34
160,472.0,34
160,473.0,34
160,474.0,34
160,475.0,34
160,476.0,34
160,477.0,34
160,478.0,34
160,479.0,34
160,480.0,34
160,481.0,34
160,482.0,34
160,483.0,34
160,484.0,34
160,485.0,34
160,486.0,34
160,487.0,34
160,488.0,34
160,489.0,34
160,490.0,34
160,491.0,34
160,492.0,34
160,493.0,34
160,494.0,34
160,495.0,34
160,496.0,34
160,497.0,34
160,498.0,34
160,499.0,34
160,500.0,34
160,501.0,34
160,502.0,34
160,503.0,34
160,504.0,34
160,505.0,34
160,506.0,34
160,507.0,34
160,508.0,34
160,509.0,34
160,510.0,34
160,511.0,34
160,512.0,34
160,513.0,34
160,514.0,34
160,515.0,34
160,516.0,34
160,517.0,34
160,518.0,34
160,519.0,34
160,520.0,34
160,521.0,34
160,522.0,34
160,523.0,34
160,524.0,34
160,525.0,34
160,526.0,34
160,527.0,34
160,528.0,34
160,529.0,34
160,530.0,34
160,531.0,34
160,532.0,34
160,533.0,34
160,534.0,34
160,535.0,34
160,536.0,34
160,537.0,34
160,538.0,34
160,539.0,34
160,540.0,34
160,541.0,34
160,542.0,34
160,543.0,34
160,544.0,34
160,545.0,34
160,546.0,34
160,547.0,34
160,548.0,34
160,549.0,34
160,550.0,34
160,551.0,34
160,552.0,34
160,553.0,34
160,554.0,34
160,555.0,34
160,556.0,34
160,557.0,34
160,558.0,34
160,559.0,34
160,560.0,34
160,561.0,34
160,562.0,34
160,563.0,34
160,564.0,34
160,565.0,34
160,566.0,34
160,567.0,34
160,0.0,34
