"Steps taken by first ant","Time","Steps taken bt present ant"
0,1.0,0
0,2.0,0
0,3.0,0
0,4.0,0
0,5.0,0
0,6.0,0
0,7.0,0
0,8.0,0
0,9.0,0
0,10.0,0
0,11.0,0
0,12.0,0
0,13.0,0
0,14.0,0
0,15.0,0
0,16.0,0
0,17.0,0
0,18.0,0
0,19.0,0
0,20.0,0
0,21.0,0
0,22.0,0
0,23.0,0
0,24.0,0
0,25.0,0
0,26.0,0
0,27.0,0
0,28.0,0
0,29.0,0
0,30.0,0
0,31.0,0
0,32.0,0
0,33.0,0
0,34.0,0
0,35.0,0
0,36.0,0
0,37.0,0
0,38.0,0
0,39.0,0
0,40.0,0
0,41.0,0
0,42.0,0
0,43.0,0
0,44.0,0
0,45.0,0
0,46.0,0
0,47.0,0
0,48.0,0
0,49.0,0
0,50.0,0
0,51.0,0
0,52.0,0
0,53.0,0
0,54.0,0
0,55.0,0
0,56.0,0
0,57.0,0
0,58.0,0
0,59.0,0
0,60.0,0
0,61.0,0
0,62.0,0
0,63.0,0
0,64.0,0
0,65.0,0
0,66.0,0
0,67.0,0
0,68.0,0
0,69.0,0
0,70.0,0
0,71.0,0
0,72.0,0
0,73.0,0
0,74.0,0
0,75.0,0
0,76.0,0
0,77.0,0
0,78.0,0
0,79.0,0
0,80.0,0
0,81.0,0
0,82.0,0
0,83.0,0
0,84.0,0
0,85.0,0
0,86.0,0
0,87.0,0
0,88.0,0
0,89.0,0
0,90.0,0
0,91.0,0
0,92.0,0
0,93.0,0
0,94.0,0
0,95.0,0
0,96.0,0
0,97.0,0
0,98.0,0
0,99.0,0
0,100.0,0
0,101.0,0
0,102.0,0
0,103.0,0
0,104.0,0
0,105.0,0
0,106.0,0
0,107.0,0
0,108.0,0
0,109.0,0
0,110.0,0
0,111.0,0
0,112.0,0
0,113.0,0
0,114.0,0
0,115.0,0
0,116.0,0
0,117.0,0
0,118.0,115
118,119.0,113
118,120.0,109
118,121.0,108
118,122.0,101
118,123.0,101
118,124.0,100
118,125.0,98
118,126.0,97
118,127.0,97
118,128.0,93
118,129.0,90
118,130.0,79
118,131.0,87
118,132.0,86
118,133.0,86
118,134.0,73
118,135.0,73
118,136.0,69
118,137.0,68
118,138.0,67
118,139.0,63
118,140.0,61
118,141.0,60
118,142.0,59
118,143.0,54
118,144.0,53
118,145.0,52
118,146.0,50
118,147.0,50
118,148.0,50
118,149.0,46
118,150.0,44
118,151.0,44
118,152.0,43
118,153.0,34
118,154.0,34
118,155.0,38
118,156.0,38
118,157.0,38
118,158.0,33
118,159.0,32
118,160.0,32
118,161.0,32
118,162.0,32
118,163.0,32
118,164.0,32
118,165.0,32
118,166.0,32
118,167.0,32
118,168.0,32
118,169.0,32
118,170.0,32
118,171.0,32
118,172.0,32
118,173.0,32
118,174.0,32
118,175.0,32
118,176.0,32
118,177.0,32
118,178.0,32
118,179.0,32
118,180.0,32
118,181.0,32
118,182.0,32
118,183.0,32
118,184.0,32
118,185.0,32
118,186.0,32
118,187.0,32
118,188.0,32
118,189.0,32
118,190.0,32
118,191.0,32
118,192.0,32
118,193.0,32
118,194.0,32
118,195.0,32
118,196.0,32
118,197.0,32
118,198.0,32
118,199.0,32
118,200.0,32
118,201.0,32
118,202.0,32
118,203.0,32
118,204.0,32
118,205.0,32
118,206.0,32
118,207.0,32
118,208.0,32
118,209.0,32
118,210.0,32
118,211.0,32
118,212.0,32
118,213.0,32
118,214.0,32
118,215.0,32
118,216.0,32
118,217.0,32
118,218.0,32
118,219.0,32
118,220.0,32
118,221.0,32
118,222.0,32
118,223.0,32
118,224.0,32
118,225.0,32
118,226.0,32
118,227.0,32
118,228.0,32
118,229.0,32
118,230.0,32
118,231.0,32
118,232.0,32
118,233.0,32
118,234.0,32
118,235.0,32
118,236.0,32
118,237.0,32
118,238.0,32
118,239.0,32
118,240.0,32
118,241.0,32
118,242.0,32
118,243.0,32
118,244.0,32
118,245.0,32
118,246.0,32
118,247.0,32
118,248.0,32
118,249.0,32
118,250.0,32
118,251.0,32
118,252.0,32
118,253.0,32
118,254.0,32
118,255.0,32
118,256.0,32
118,257.0,32
118,258.0,32
118,259.0,32
118,260.0,32
118,261.0,32
118,262.0,32
118,263.0,32
118,264.0,32
118,265.0,32
118,266.0,32
118,267.0,32
118,268.0,32
118,269.0,32
118,270.0,32
118,271.0,32
118,272.0,32
118,273.0,32
118,274.0,32
118,275.0,32
118,276.0,32
118,277.0,32
118,278.0,32
118,279.0,32
118,280.0,32
118,281.0,32
118,282.0,32
118,283.0,32
118,284.0,32
118,285.0,32
118,286.0,32
118,287.0,32
118,288.0,32
118,289.0,32
118,290.0,32
118,291.0,32
118,292.0,32
118,293.0,32
118,294.0,32
118,295.0,32
118,296.0,32
118,297.0,32
118,298.0,32
118,299.0,32
118,300.0,32
118,301.0,32
118,302.0,32
118,303.0,32
118,304.0,32
118,305.0,32
118,306.0,32
118,307.0,32
118,308.0,32
118,309.0,32
118,310.0,32
118,311.0,32
118,312.0,32
118,313.0,32
118,314.0,32
118,315.0,32
118,316.0,32
118,317.0,32
118,318.0,32
118,319.0,32
118,320.0,32
118,321.0,32
118,322.0,32
118,323.0,32
118,324.0,32
118,325.0,32
118,326.0,32
118,327.0,32
118,328.0,32
118,329.0,32
118,330.0,32
118,331.0,32
118,332.0,32
118,333.0,32
118,334.0,32
118,335.0,32
118,336.0,32
118,337.0,32
118,338.0,32
118,339.0,32
118,340.0,32
118,341.0,32
118,342.0,32
118,343.0,32
118,344.0,32
118,345.0,32
118,346.0,32
118,347.0,32
118,348.0,32
118,349.0,32
118,350.0,32
118,351.0,32
118,352.0,32
118,353.0,32
118,354.0,32
118,355.0,32
118,356.0,32
118,357.0,32
118,358.0,32
118,359.0,32
118,360.0,32
118,361.0,32
118,362.0,32
118,363.0,32
118,364.0,32
118,365.0,32
118,366.0,32
118,367.0,32
118,368.0,32
118,369.0,32
118,370.0,32
118,371.0,32
118,372.0,32
118,373.0,32
118,374.0,32
118,375.0,32
118,376.0,32
118,377.0,32
118,378.0,32
118,379.0,32
118,380.0,32
118,381.0,32
118,382.0,32
118,383.0,32
118,384.0,32
118,385.0,32
118,386.0,32
118,387.0,32
118,388.0,32
118,389.0,32
118,390.0,32
118,391.0,32
118,392.0,32
118,393.0,32
118,394.0,32
118,395.0,32
118,396.0,32
118,397.0,32
118,398.0,32
118,399.0,32
118,400.0,32
118,401.0,32
118,402.0,32
118,403.0,32
118,404.0,32
118,405.0,32
118,406.0,32
118,407.0,32
118,408.0,32
118,409.0,32
118,410.0,32
118,411.0,32
118,412.0,32
118,413.0,32
118,414.0,32
118,415.0,32
118,416.0,32
118,417.0,32
118,418.0,32
118,419.0,32
118,420.0,32
118,421.0,32
118,422.0,32
118,423.0,32
118,424.0,32
118,425.0,32
118,426.0,32
118,427.0,32
118,428.0,32
118,429.0,32
118,430.0,32
118,431.0,32
118,432.0,32
118,433.0,32
118,434.0,32
118,435.0,32
118,436.0,32
118,437.0,32
118,438.0,32
118,439.0,32
118,440.0,32
118,441.0,32
118,442.0,32
118,443.0,32
118,444.0,32
118,445.0,32
118,446.0,32
118,447.0,32
118,448.0,32
118,449.0,32
118,450.0,32
118,451.0,32
118,452.0,32
118,453.0,32
118,454.0,32
118,455.0,32
118,456.0,32
118,457.0,32
118,458.0,32
118,459.0,32
118,460.0,32
118,461.0,32
118,462.0,32
118,463.0,32
118,464.0,32
118,465.0,32
118,466.0,32
118,467.0,32
118,468.0,32
118,469.0,32
118,470.0,32
118,471.0,32
118,472.0,32
118,473.0,32
118,474.0,32
118,475.0,32
118,476.0,32
118,477.0,32
118,478.0,32
118,479.0,32
118,480.0,32
118,481.0,32
118,482.0,32
118,483.0,32
118,484.0,32
118,485.0,32
118,486.0,32
118,487.0,32
118,488.0,32
118,489.0,32
118,490.0,32
118,491.0,32
118,492.0,32
118,493.0,32
118,494.0,32
118,495.0,32
118,496.0,32
118,497.0,32
118,498.0,32
118,499.0,32
118,500.0,32
118,501.0,32
118,502.0,32
118,503.0,32
118,504.0,32
118,505.0,32
118,506.0,32
118,507.0,32
118,508.0,32
118,509.0,32
118,510.0,32
118,511.0,32
118,512.0,32
118,513.0,32
118,514.0,32
118,515.0,32
118,516.0,32
118,517.0,32
118,518.0,32
118,519.0,32
118,520.0,32
118,521.0,32
118,522.0,32
118,523.0,32
118,524.0,32
118,525.0,32
118,526.0,32
118,527.0,32
118,528.0,32
118,529.0,32
118,530.0,32
118,531.0,32
118,532.0,32
118,533.0,32
118,534.0,32
118,535.0,32
118,536.0,32
118,537.0,32
118,538.0,32
118,539.0,32
118,540.0,32
118,541.0,32
118,542.0,32
118,543.0,32
118,544.0,32
118,545.0,32
118,546.0,32
118,547.0,32
118,548.0,32
118,549.0,32
118,550.0,32
118,551.0,32
118,552.0,32
118,553.0,32
118,554.0,32
118,555.0,32
118,556.0,32
118,557.0,32
118,558.0,32
118,559.0,32
118,560.0,32
118,561.0,32
118,562.0,32
118,563.0,32
118,564.0,32
118,565.0,32
118,566.0,32
118,567.0,32
118,568.0,32
118,569.0,32
118,570.0,32
118,571.0,32
118,572.0,32
118,573.0,32
118,574.0,32
118,575.0,32
118,576.0,32
118,577.0,32
118,578.0,32
118,579.0,32
118,580.0,32
118,581.0,32
118,582.0,32
118,583.0,32
118,584.0,32
118,585.0,32
118,586.0,32
118,587.0,32
118,588.0,32
118,589.0,32
118,590.0,32
118,591.0,32
118,592.0,32
118,593.0,32
118,594.0,32
118,595.0,32
118,596.0,32
118,597.0,32
118,598.0,32
118,599.0,32
118,600.0,32
118,601.0,32
118,602.0,32
118,603.0,32
118,604.0,32
118,605.0,32
118,606.0,32
118,607.0,32
118,608.0,32
118,609.0,32
118,610.0,32
118,611.0,32
118,612.0,32
118,613.0,32
118,614.0,32
118,615.0,32
118,616.0,32
118,617.0,32
118,618.0,32
118,619.0,32
118,620.0,32
118,621.0,32
118,622.0,32
118,623.0,32
118,624.0,32
118,625.0,32
118,626.0,32
118,627.0,32
118,628.0,32
118,629.0,32
118,630.0,32
118,631.0,32
118,632.0,32
118,633.0,32
118,634.0,32
118,635.0,32
118,636.0,32
118,637.0,32
118,638.0,32
118,639.0,32
118,640.0,32
118,641.0,32
118,642.0,32
118,643.0,32
118,644.0,32
118,645.0,32
118,646.0,32
118,647.0,32
118,648.0,32
118,649.0,32
118,650.0,32
118,651.0,32
118,652.0,32
118,653.0,32
118,654.0,32
118,655.0,32
118,656.0,32
118,657.0,32
118,658.0,32
118,659.0,32
118,660.0,32
118,661.0,32
118,662.0,32
